AlarmBoxwBorough,Address
R1901,"LAMBERTS LANE AND ASTOR AVE, New York, NY 10314"
R4829,"BREHAUT AVE AND AMBOY RD, New York, NY 10307"
R1528,"WESTWOOD AND MOUNTAIN VIEW AVES, New York, NY 10314"
M7308,"IRT 1 ? W 110 ST & BROADWAY, New York, NY NA"
Q0306,"JFK AIRPORT - AREA D, New York, NY NA"
R3144,"VICTORY BLVD & ALBERTA AV\OCEANIC VFD, New York, NY 10314"
M8246,"PARKING AREA W. OF H'WAY 79 ST., New York, NY NA"
X4331,"HUTCHINSON RIV PKWY E OPP BLDG 32A-SOUTH, New York, NY 10475"
R0745,"DECKER AVE AND MONTELL ST, New York, NY 10302"
R0144,"CLINTON AVE & FILMORE ST, New York, NY 10301"
M7232,"IND F&V @ 2 AVE & E HOUSTON ST, New York, NY NA"
X7371,"IRT 6 - HUNT POINT AVE & WESTCHESTER AVE, New York, NY NA"
R2884,"ARDSLEY & KENSICO STS\RICHMOND VFD, New York, NY 10306"
B7129,"BMT L @ HALSEY ST & WYCKOFF AVE, New York, NY NA"
M8420,"LIBERTY ISLAND->, New York, NY NA"
B7035,"BMT N&R @ 59 ST & 4 AVE, New York, NY NA"
R1562,"TODT HILL RD & NORTH GANNON AVE, New York, NY NA"
X3910,"ARLINGTON AVE & 100? SOUTH OF W 252 ST, New York, NY 10471"
B7073,"BMT N @ NEW UTRECHT AVE & 62 ST, New York, NY 11219"
X7381,"IRT 4 - KINGSBRIDGE RD & JEROME AVE, New York, NY 10468"
M7147,"IND A ? W 175 ST & FT WASH AVE, New York, NY NA"
M7143,"IND A - W 207 ST & BWAY ST, New York, NY 10034"
X8727,"JACOBI HOSP NEW HOSP BLDG 6, New York, NY NA"
B7337,"IRT 2-3-4-5 @ NEVINS ST & FLATBUSH AVE, New York, NY 11217"
Q4381,"IRVING AVE & DECATUR ST, New York, NY NA"
R4539,"AMBOY RD, AND RICHMOND VALLEY RD, New York, NY 10309"
B7349,"IRT 3 @ JUNIUS ST & LIVONIA AVE, New York, NY 11212"
R1732,"WOOLEY AND PURDY AVES, New York, NY 10314"
R3874,"HYLAN BLVD & WINCHESTER AVE, New York, NY 10312"
R1177,"FOREST AVE & GULF AVE, New York, NY NA"
M8724,"H HUDSON PKWY - W 78-W 79 STS->, New York, NY NA"
M7304,"IRT 1 ? W 145 ST & BROADWAY, New York, NY NA"
Q3273,"GCP E/B SVC RD 300' S OF 25 AVE, New York, NY 11369"
Q0447,"STA 447 IRT #7 MAIN ST & ROOSEVELT AVE, New York, NY NA"
R1119,"SPARTAN AVE & ROSECLIFFE RD, New York, NY 10303"
M8749,"H HUDSON PKWY - W 155 TO W 157 STS->, New York, NY NA"
Q8390,"HARDING XWAY & BELL BLVD, New York, NY NA"
X8971,"DEEGAN EXPY- MOSHOLU PKWY & CITY LINE, New York, NY NA"
M8601,"FDR DR- BATTERK PK UNDERPASS TO OLD SLIP, New York, NY 10004"
R0457,"WANDELL AVE & VAN DUZER ST, New York, NY 10304"
R3414,"JUSTIN AND TWOMBLEY AVES, New York, NY 10306"
B8622,"BELT PWAY BET BAY 8 ST & BAY PWAY, New York, NY NA"
Q3501,"COLLEGE PT BLVD & N-SVC RD H HARDING EXP, New York, NY NA"
M2016,"F/O HOLOCAUST MUS -1ST PL & S END AVE, New York, NY 10280"
R3455,"TIMBER RIDGE DR 800' N OF AMBOY RD, New York, NY 10306"
R3294,"FAIRFIELD ST AND GIFFORDS LANE, New York, NY 10308"
R4613,"STECHER AND BILLIOU STREETS, New York, NY 10312"
Q4337,"COLLEGE PT BLVD & 31 RD, New York, NY 11354"
R1130,"ANDROS AVE AND RICHMOND TERRACE, New York, NY 10303"
M7394,"IRT 6 ? E 110 ST & LEXINGTON AVE, New York, NY NA"
Q5530,"93 AVE & 178 ST, New York, NY 11433"
M7170,"IND A&C @ CHAMBERS ST & CHURCH ST, New York, NY 10007"
R4164,"ANDROVETTE AND KREISCHER STS, New York, NY 10309"
Q8331,"IS 167 SYBILLA ST & 69 RD, New York, NY NA"
B8128,"P.S. 23, WILLOUGHBY & MARCY AVES., New York, NY NA"
X8961,"THROGS NECK BRIDGE ? QUEENS BOUND, New York, NY NA"
R0189,"BARD AVE & SOUTH ST. AUSTINS PL, New York, NY 10310"
R8001,"ST GEORGE FERRY TERM UL WAITING RM WESTE, New York, NY 10301"
Q8141,"PS 135 89 AVE. & 207 ST., New York, NY NA"
B8415,"P.S. 285, BEVERLY RD & RALPH AVE., New York, NY NA"
Q0498,"STA 198-IND A- HOWARD BCH JFK - 159 AVE, New York, NY NA"
R0582,"EGBERT & DU BOIS AVES, New York, NY 10310"
R2614,"TYSENS LANE AND CLAWSON ST, New York, NY 10306"
X8700,"PRISON BARGE 1 HALLECK ST/EAST RIVER, New York, NY 10474"
M7333,"IRT 2&3 ? WALL ST & WILLIAM ST, New York, NY NA"
M8494,"HARLEM RIVER DR - W 190 ST TO DYCKMAN ST, New York, NY 10034"
B8624,"BELT PWAY BET CROPSEY AV & OCEAN PWAY, New York, NY 11223"
M7169,"IND A-C-E @ CANAL ST & 6 AVE, New York, NY 10013"
R2586,"BLOOMFIELD AV & CHELSEA RD\OCEANIC VFD, New York, NY 10314"
Q8182,"QNS GEN HOSP TEL RM 82 RD & 164, New York, NY NA"
M0500,"VARICK & CANAL STS. MUTUAL AID FOR JERSE, New York, NY NA"
R0047,"BENZIGER AVE & DANIEL LOW TERRACE, New York, NY 10301"
M8461,"RFK BRIDGE ? BRONX SPUR -, New York, NY NA"
R3436,"BAY TERRACE AVE AND O'GORMAN AVE, New York, NY 10306"
Q7437,"33 AVE & 14 ST, New York, NY 11106"
R2407,"CORONA AVE & ATMORE PL\RICHMOND VFD, New York, NY 10306"
B8555,"OCEAN PKWY BTW WEST AV & SHORE PKWY-LINC, New York, NY NA"
Q4265,"ELIOT AVE 300' W OF 68 ST, New York, NY 11379"
Q8446,"CLEARVIEW EXPY- LIE TO HILLSIDE AVE, New York, NY NA"
X8899,"CROSS BX XWAY TOWNSEND AV TO CARTER AVE, New York, NY 10457"
X8884,"BRUCKNER EXPY BET METCALF & UNDERHILL AV, New York, NY 10472"
M8755,"H HUDSON PKWY - W 167 TO W 176 ST->, New York, NY NA"
R3242,"ARMSTRONG AVE AND EAST MACON AVE, New York, NY 10308"
M2040,"WARREN ST & NORTH END AVE, New York, NY 10282"
B7097,"BMT J-M-Z @ MYRTLE AVE & BWAY, New York, NY NA"
R2248,"WINHAM AVE AND MARINE WAY, New York, NY 10306"
R0380,"GREENWAY DR & FAIRWAY LA 400'E/O CLOVE R, New York, NY 10301"
R3812,"GIFFORDS GLEN & NOLAN AVE, New York, NY 10308"
X8964,"145 ST BRIDGE>>, New York, NY NA"
Q7632,"29TH ST AND 24TH RD, New York, NY 11102"
R3477,"HYLAN BLVD AND GREAT KILLS RD, New York, NY 10308"
X8913,"CROSS BX XWAY BET FULTON AVE & NOBLE AVE, New York, NY NA"
M7102,"BMT LP J-M-Z ESSEX ST & DELANCEY ST, New York, NY 10002"
M7401,"IRT 6 ? E 51 ST & LEXINGTON AVE, New York, NY NA"
X7433,"IRT 2&5 - JACKSON AVE & WESTCHESTER AVE, New York, NY NA"
R0692,"CAPODANNO BLVD & LILY POND AVE->, New York, NY 10305"
X4517,"ORCHARD BEACH BATH HOUSE PELHAM BAY PK, New York, NY 10464"
X4214,"BRUCKNER EXPY NB SVC RD & CALHOUN AVE, New York, NY 10465"
M8441,"LINCOLN TUNL VENT BLDG W 38 ST & 12 AVE, New York, NY 10018"
R2757,"BEARD ST & MONAHAN AVE, New York, NY 10314"
R2229,"CUBA AVE & NEW DORP LA, New York, NY 10306"
B7055,"BMT B&Q @ BRIGHTON BCH AV & BRIGHTON 6ST, New York, NY NA"
X2246,"ANTHONY GRIFFIN PL & 150 ST, New York, NY 10451"
M7157,"IND B&C @ W 96 ST & CENTRAL PK W, New York, NY NA"
R3143,"MELVIN AV & GLEN ST\OCEANIC VFD, New York, NY 10314"
R3296,"BARLOW AVE AND GIFFORDS LANE, New York, NY 10308"
X7360,"IRT 6 - PELHAM BAY PK & WESTCHESTER AVE, New York, NY 10461"
X7219,"IND B&D?E 161 ST & RIVER AVE-YANKEE STAD, New York, NY NA"
X8951,"WHITESTONE BRIDGE ? QUEENS BOUND, New York, NY 10465"
X7391,"IRT 4&5 - E 138 ST & GRAND CONCOURSE, New York, NY NA"
R2938,"RICHMOND HILL RD & MARSH AVE/RVFD, New York, NY 10314"
B7040,"BMT B&Q @ ATLANTIC AVE & FLATBUSH AVE, New York, NY NA"
Q9189,"110 ST & 62 RD, New York, NY 11375"
R0722,"HEBERTON AVE AND RICHMOND TERRACE, New York, NY 10302"
X7215,"IND B&D ?E TREMONT AVE & GRAND CONCOURSE, New York, NY 10453"
Q8134,"US NAVAL HOSP LINDEN BLVD & 179 ST, New York, NY NA"
M7115,"BMT L - 8 AVE & W 14 ST, New York, NY NA"
R0912,"RICHMOND TERR & JOHN ST, New York, NY 10302"
M7160,"IND B&C @ W 72 ST & CENTRAL PK W, New York, NY NA"
M1810,"10TH AVE AND SCOTT SQUARE, New York, NY 10034"
R1244,"KENSINGTON AVE & MC CLEAN AVE, New York, NY 10305"
M7398,"IRT 6 ? E 77 ST & LEXINGTON AVE, New York, NY 10075"
R4712,"BAYVIEW AVE AND SOUTH OF RAILROAD, New York, NY 10309"
R1245,"MC CLEAN AND MALLORY AVES, New York, NY 10305"
Q9161,"JEWEL AVE/VAN ARSDALE AVE & GCP SVC RD, New York, NY 11375"
Q0464,"STA 464-IRT 7-VERNON BLVD & JACKSON AV, New York, NY NA"
B7184,"IND A&C @ BWAY JUNCTION & FULTON ST, New York, NY NA"
R2369,"RICHMOND AV & SIGNS RD\OCEANIC VFD, New York, NY 10314"
B7120,"BMT L @ BEDFORD AVE & N 7 ST, New York, NY 11249"
R8741,"W SHORE EXPY-HUGUENOT AVE TO OUTERBRDG, New York, NY NA"
M7331,"IRT 2&3 ? PARK PL & BROADWAY, New York, NY NA"
B8503,"PS 176 12 AVE & 68 ST, New York, NY NA"
B7289,"IND G @ BEDFORD & LAFAYETTE AVES, New York, NY NA"
R2218,"CLAWSON ST AND NEW DORP LANE, New York, NY 10306"
M7320,"IRT 1 ? W 23 ST & 7 AVE, New York, NY 10011"
R0045,"DANIEL LOW TERRACE & FORT HILL CIRCLE, New York, NY 10301"
R2406,"CORONA AVE & BOYCE AVE\RICHMOND VFD, New York, NY 10306"
R3686,"RICHMOND AVE & GENESEE AVE, New York, NY 10312"
R2421,"WILDER AVE & NATICK ST/RVFD, New York, NY 10306"
M7329,"IRT 1 ? RECTOR ST & GREENWICH ST, New York, NY 10006"
X7384,"IRT 4 - BURNSIDE AVE & JEROME AVE, New York, NY 10453"
Q8240,"ELMHURST GEN HOSP BROADWAY & BAXTER AVE, New York, NY 11373"
R0879,"LONGVIEW RD AND CEDAR TERRACE, New York, NY 10304"
M7118,"BMT L - 3 AVE & E 14 ST, New York, NY 10003"
M0433,"LEWIS & 5 STS, New York, NY 10009"
X8975,"CROSS BX EXPY & HUTCHINSON RIVER PKWY, New York, NY NA"
R4481,"ARBUTUS AVE AND DEISIUS ST, New York, NY 10312"
M7466,"IRT 7 - 5 AVE & W 42 ST - BRYANT PK, New York, NY 10017"
B7098,"BMT J&M @ FLUSHING AVE & BWAY, New York, NY NA"
Q0427,"STA 259-IND E&F- UNION TPKE & QNS BLVD, New York, NY NA"
M7405,"IRT 6 ? E 23 ST & PARK AVE, New York, NY NA"
B8272,"PIER #11, COMMERCIAL WHARF AT COMMERCE S, New York, NY NA"
R0265,"BOYD & COURT STS, New York, NY 10304"
M7155,"IND B&C ? W 110  ST & CENTRAL PK W, New York, NY NA"
R8711,"W SHORE XWAY N/B 1000' N SOUTH AVE, New York, NY NA"
Q0490,"STA 190-IND A- 80/HUDSON STS & LIBERTY A, New York, NY NA"
R2474,"AMBOY RD & PROSPECT PL/RVFD, New York, NY 10306"
M7306,"IRT 1 ? W 125 ST & BROADWAY, New York, NY 10009"
X5116,"LOOP RD., 800' NORTH OF HUNTS PT AV, New York, NY 10474"
X7420,"IRT 2&5 - E 219 ST & WHITE PLAINS RD, New York, NY 10467"
Q8394,"GCP 69 RD TO 138 ST, New York, NY 11368"
R4333,"VERNON & SHELDON AVES, New York, NY 10309"
X8623,"PS 138, LAFAYETTE AV-BTW OLMSTEAD & PUGS, New York, NY NA"
Q2036,"99 PL. & HAWTREE ST., New York, NY 11417"
R2405,"BOYCE AVE & ILYSE CT\RICHMOND VFD, New York, NY NA"
Q8252,"PS 52 146 TER BET NY BLVD & FINLEY ST, New York, NY NA"
R1735,"WILLOWBROOK RD BTW WESTWOOD & COLLFIELD, New York, NY 10314"
Q4307,"CLINTONVILLE ST & CROSS IS PKWY-N/SVC RD, New York, NY 11357"
X7378,"IRT 4 - WOODLAWN & JEROME AVE, New York, NY NA"
Q0492,"STA 192-IND A-ROCKAWAY BLVD & LIBERTY AV, New York, NY NA"
M7324,"IRT 1 ? W HOUSTON ST & VARICK ST, New York, NY NA"
R2874,"LIGHTHOUSE AV & ST. ANDREWS RD\RIC VFD, New York, NY 10306"
M7436,"IRT 3 ? W 148 ST & LENOX AVE, New York, NY 10039"
B8453,"GOWANUS EXPY-BET 39 ST & 65 ST, New York, NY NA"
M8218,"BULKHEAD LINE NORTH RIVER AT W 69 ST, New York, NY NA"
R1157,"WESTERN AVE AND RICHMOND TERRACE, New York, NY 10303"
B7100,"BMT J&M @ HEWES ST & BWAY, New York, NY NA"
Q6785,"80 AVE & LANGDALE ST, New York, NY 11040"
R0122,"LAFAYETTE AVE & RICHMOND TERR, New York, NY 10301"
Q2134,"133 AVE & 80 ST, New York, NY 11417"
M7471,"IRT 7 - W 34 ST & 11 AVE-HUDSON YARDS, New York, NY 10001"
R2852,"SANDALWOOD DR & IRONWOOD ST/RICH VFD, New York, NY 10308"
R1415,"MASON AND BENTON AVES, New York, NY 10305"
M7275,"IND E&V @ LEXINGTON AVE & E 53 ST, New York, NY NA"
X4076,"FORT SCHUYLER GOVERNMENT RESERVATION, New York, NY 10465"
X7429,"IRT 2&5 - FREEMAN ST & SOUTHERN BLVD, New York, NY 10459"
M7297,"IRT 1 ? W 215 ST & 10 AVE, New York, NY NA"
B8177,"PS 262 500 MACON ST/REID AVE, New York, NY 11233"
Q8374,"CROSS IS PKWY- S STATE PKWY SPLIT, New York, NY NA"
R3784,"GEYSER DRIVE AND HAMMOCK LANE, New York, NY 10312"
B7047,"BMT B&Q @ NEW KIRK PLZ & E 16 ST, New York, NY 11226"
B8538,"PS 206 NECK RD & E22 ST, New York, NY NA"
M8352,"H HUDSON PKWY - W 116 TO W 119 STS, New York, NY NA"
B7339,"IRT 2&3 @ BERGEN ST & FLATBUSH AVE, New York, NY 11217"
X5117,"LOOP RD., 1800' NORTH OF HUNTS PT AV, New York, NY 10474"
R0375,"NORTH BURGHER AVE & RICHMOND TERRACE, New York, NY 10310"
Q8433,"LI EXWY - MAIN ST TO UTOPIA PKWY, New York, NY NA"
Q5528,"87 DR & KINGSTON PL, New York, NY 11432"
M7168,"IND C&E @ SPRING ST & 6 AVE, New York, NY NA"
R2411,"DINA CT & ILYSE CT\RICHMOND VFD, New York, NY 10306"
Q4580,"INTERBORO PKWY & CYPRESS HILL ST, New York, NY NA"
Q8289,"RIKERS ISL- ROSE M SINGER CENTER, New York, NY 11370"
R2372,"GARY PL & PARK DR N/OVFD, New York, NY 10314"
M7300,"IRT 1 ? W 191 ST & ST NICHOLAS AVE, New York, NY NA"
Q8676,"120 AVE & BEDELL ST, New York, NY 11434"
X7427,"IRT 2&5 - WEST FARMS SQ & E TREMONT AVE, New York, NY 10460"
Q4613,"60 RD-90' WEST OF WOODHAVEN BLVD, New York, NY 11373"
R0196,"SNUG HARBOUR RD & KISSEL AVE, New York, NY 10310"
R2797,"TRAVIS & RICHMOND AVES, New York, NY 10314"
Q8373,"CROSS IS PKWY- S STATE PKWY TO LINDEN BL, New York, NY 11411"
R2655,"ISABELLA AVE & HYLAN BLVD, New York, NY 10306"
R2383,"CARNEGIE AV & DAWSON CIR\OCEANIC VFD, New York, NY 10314"
Q4875,"26 AVE & LINDEN PL, New York, NY 11354"
X4699,"PELHAM BAY PK1000'E CRIMI RD&PELHAM PKWY, New York, NY 10461"
B7041,"BMT B&Q @ 7 AVE & FLATBUSH AVE, New York, NY 11217"
M8230,"GRACIE MANSION E 88 ST & EAST END AVE, New York, NY NA"
R4751,"LATOURETTE ST AND SOUTH GOFF AVE, New York, NY 10309"
Q0436,"STA 268- IND G-R-V-  65 ST & BWAY, New York, NY NA"
X7435,"IRT 2&5 - E 149 ST & GRAND CONCOURSE, New York, NY NA"
R1911,"RENEE PL 300' N OF JARDINE AVE, New York, NY 10314"
M7404,"IRT 6 ? E 28 ST & PARK AVE, New York, NY NA"
R1498,"SEA VIEW AVE & JEFFERSON ST, New York, NY 10304"
R2867,"EVERGREEN ST S OF REDWOOD AV W END/R VFD, New York, NY 10308"
X4505,"SHORE RD AT PELHAM CITY LINE, New York, NY 10464"
R3785,"LISA LANE & EBEY LANE, New York, NY 10312"
R2208,"NEW DORP LA & 8 ST, New York, NY 10306"
X7369,"IRT 6 - ELDER AVE & WESTCHESTER AVE, New York, NY 10472"
R3074,"HOPKINS AVE & SHERIDAN CT  RVFD, New York, NY 10306"
B0194,"SCOTT AVE & THOMAS ST, New York, NY 11222"
R3136,"VICTORY BLVD & FELDMEYERS LA/OVFD, New York, NY 10314"
M2025,"ALBANY ST & SOUTH END AVE, New York, NY 10280"
R0371,"NORTH BURGHER & CASTLETON AVES, New York, NY 10310"
M8550,"AMTRAK E RIV TUNL - CONTACT MANH DISP, New York, NY NA"
B8470,"SHORE PKWY-200' SO. OF 4 AVE PD BOX 64P0, New York, NY NA"
M8702,"TRANS MANHATTAN EXWAY EAST BOUND, New York, NY NA"
R0972,"BRABANT ST OPP GRIDLEY AVE, New York, NY 10303"
R1786,"WHEELER AVE & SOUTH GANNON AVE->, New York, NY 10314"
M8204,"GOVERNOR'S ISLAND, New York, NY NA"
M8476,"WATERSIDE-FDR DR & 27 ST-E/S BLDG 30-PZ, New York, NY 10010"
X8871,"N BROTHER IS FOOT OF E134 ST, New York, NY NA"
R3246,"ARMSTRONG AVE AND EAST AUGUSTA AVE, New York, NY 10308"
B8598,"BKLYN BATTERY TUN - RESP 6+4+3BC+2RS+1MR, New York, NY 11231"
B7239,"IND F @ 4 AVE & 9 ST, New York, NY 11215"
R0618,"HYLAN BLVD AND ANDERSON ST, New York, NY 10305"
R2593,"SOUTH AV & CHELSEA RD\OCEANIC VFD, New York, NY 10314"
R1184,"GOETHALS RD N, 775' E OF MCKINLEY ST, New York, NY 10303"
M8107,"WILLIAMSBURG BRDG-BKLYN BND-OUTER RDWAY, New York, NY NA"
X7376,"IRT 6 - BROOK AVE & E 138 ST, New York, NY NA"
R0337,"FOREST & PELTON AVES, New York, NY 10310"
M2029,"LIBERTY ST 250'W OF SOUTH END AVE, New York, NY 10280"
Q0456,"STA 456- IRT 7- 61 ST  & ROOSEVELT AVE, New York, NY NA"
R0014,"RICHMOND TERR & SCHUYLER ST, New York, NY 10301"
B7354,"IRT 2&5 @ STERLING ST & NOSTRAND AVE, New York, NY 11225"
B7071,"BMT N @ 8 AVE & 62 ST, New York, NY 11220"
M1660,"W 158 ST 200' E RIVERSIDE DR W VIADUCT, New York, NY 10032"
B1872,"STANLEY AVE & RUBY ST, New York, NY 11208"
Q2156,"N CONDUIT AVE & RUBY ST, New York, NY 11417"
X4010,"FERRY POINT PARK -S/S OF WHITESTONE BRDG, New York, NY NA"
X7370,"IRT 6 - WHITLOCK AVE & WESTCHESTER AVE, New York, NY NA"
Q8201,"TOLL BOOTH E/B MIDTOWN TUNNEL, New York, NY NA"
Q8248,"PS60 92 ST & 89 AVE, New York, NY NA"
R0789,"PORT RICHMOND & ORANGE AVES, New York, NY 10302"
M7410,"IRT 6 ? CANAL ST & LAFAYETTE ST, New York, NY NA"
X3892,"BALDWIN & BRADLEY STS, New York, NY 10470"
R2409,"CORONA AVE & COTTER AVE\RICHMOND VFD, New York, NY 10306"
R1751,"SHERADEN AND NORTH GANNON AVES, New York, NY 10314"
Q7533,"HOYT AVE AND 28TH ST, New York, NY 11102"
R4142,"ENGLEWOOD AVE AND GAYNOR ST, New York, NY NA"
M7116,"BMT L - 6 AVE & W 14 ST, New York, NY 10011"
R1773,"SUNSET AVE AND MC DONALD ST, New York, NY 10314"
R3197,"VICTORY BLVD & TRAVIS AVE\OCEANIC VFD, New York, NY 10314"
M2036,"MURRAY ST & NORTH END AVE, New York, NY 10282"
R3529,"ARDEN AVE AND ARTHUR KILL RD, New York, NY 10312"
R3815,"NELSON AVE AND GRANDVIEW TERRACE, New York, NY 10308"
M7403,"IRT 6 ? E 33 ST & PARK AVE, New York, NY 10016"
B7356,"IRT 2&5 @ CHURCH AVE & NOSTRAND AVE, New York, NY NA"
R1613,"NORTH ENTRY RD & THE PLAZA, New York, NY 10304"
R1111,"LUDWIG LA & AMITY PL, New York, NY 10303"
M7018,"BMT R @ CANAL ST & BWAY, New York, NY NA"
R2844,"CORBIN AVE & FAIRIELD ST\RICHMOND VFD, New York, NY 10308"
X4082,"S/S CROSS BX XWAY & PENNYFIELD AVE, New York, NY 10465"
X8855,"HART ISL- FORDHAM ST E/O CITY ISLAND AVE, New York, NY NA"
R2336,"NORTH GANNON AVE & WILLOWBROOK RD, New York, NY 10314"
R1282,"HYLAN BLVD & NARROWS RD SOUTH, New York, NY 10305"
R2449,"DALTON AVE & PARK ST\RICHMOND VFD, New York, NY NA"
R3041,"HYLAN BLVD AND FAIRBANKS AVE, New York, NY 10306"
R0365,"NORTH BURGHER AVE & HARVEST AVE, New York, NY 10310"
Q0304,"JFK AIRPORT - AREA B, New York, NY 11430"
R4840,"SPRAGUE AVE & JOYCE LA, New York, NY 10307"
R2541,"VICTORY BLVD & SIGNS RD\OCEANIC VFD, New York, NY 10314"
R1841,"DONGAN HILLS AND NORTH RAILROAD AVES, New York, NY 10306"
B7027,"BMT D-M-N-R @ PACIFIC ST & 4 AVE, New York, NY 11217"
B7189,"IND A @ GRANT & PITKIN AVES, New York, NY NA"
R3089,"GREAT KILLS PK S COMFORT STATION, New York, NY NA"
R2233,"ROMA AVE & NEW DORP LA, New York, NY 10306"
B8322,"PS 189 ENY AV BET E 96 ST & ROCKAWAY BLV, New York, NY NA"
R2531,"SOMMER & SPEEDWELL AVES\OCEANIC VFD, New York, NY 10314"
M8607,"FDR DR - E 22 TO E 32 ST, New York, NY 10016"
R2415,"COMBS AVE & WOLVERINE ST/RVFD, New York, NY 10306"
R1622,"DELAWARE ST. & DELEMERE RD., New York, NY 10304"
X8990,"THROGS NK EX -TOLL PLZ TO LAFAYETTE AV->, New York, NY NA"
M7413,"IRT 4&5 ? WALL ST & BROADWAY, New York, NY 10006"
X4181,"EDGE ST & PARKING LOT IN EDGEWATER PARK, New York, NY NA"
R2371,"GARY PL & TODDY AVE\OCEANIC VFD, New York, NY 10314"
Q6811,"113 AVE & 229 ST, New York, NY 11429"
R2335,"SOUTH GANNON AVE & WILLOWBROOK RD, New York, NY 10314"
R3846,"WALNUT AVE & HIGHLAND LA, New York, NY 10308"
Q8126,"PS 163 159-01 59 AVE., New York, NY NA"
R4079,"ALBEE AVENUE AND NORTH RAILROAD STREET, New York, NY 10312"
B7338,"IRT 2-3-4-5 @ ATLANTIC & FLATBUSH AVES, New York, NY 11217"
R3452,"O'GORMAN AVE AND CRANFORD ST, New York, NY 10308"
R0029,"HAMILTON AVE & DANIEL LOW TERRACE, New York, NY NA"
Q8123,"PS 91 CENTRAL AVE & 68 PL, New York, NY NA"
R3173,"VICTORY BLVD & CANNON AVE/OVFD, New York, NY 10314"
B7175,"IND A-C-G @ HOYT & SCHERMEHORN STS, New York, NY 11201"
X4126,"SCHLEY AVE 500' E OF BALCOM AVE, New York, NY 10465"
B7250,"IND F @ KINGS HWY & MCDONALD AVE, New York, NY NA"
R3467,"FIELDWAY AVE & MAYBURY AVE, New York, NY 10308"
B8401,"J.H.S. 211, AVENUE J & EAST 100 ST., New York, NY NA"
B8250,"FDNY BKLYN CO 35 EMPIRE BLVD/WASHINGTON, New York, NY 11225"
M8793,"METRO NORTH RAIL LIAISON OFFICER-E43&LEX, New York, NY NA"
B8034,"PS 257, HUMBOLDT & COOK STS, New York, NY NA"
X8683,"PS 44, PROSPECT AV & E176 ST, New York, NY NA"
R3245,"ARMSTRONG AVE AND MIDDLE LOOP RD, New York, NY NA"
Q8281,"MAIN ST & REEVES AVE J BROWNE H.S., New York, NY 11367"
R3996,"WINANT AVE AND LUCILLE ST, New York, NY 10309"
R0512,"RICHMOND TERRACE & ALASKA ST, New York, NY 10310"
R2750,"TURF RD 250' W OF STEPNEY ST, New York, NY 10314"
M8455,"RFK BRIDGE ? QUEENS BOUND -, New York, NY NA"
Q8151,"PS 138 WELLER AVE. & 253 ST., New York, NY NA"
B7101,"BMT J-M-Z @ MARCY AVE & BWAY, New York, NY 11211"
Q0461,"STA 461-IRT N-W-7- QUEENSBORO PLZ & 21ST, New York, NY NA"
M7104,"BMT LP J-M-Z CANAL ST & CENTRE ST, New York, NY NA"
B7288,"IND G @ MYRTLE & WILLOUGHBY AVES, New York, NY NA"
M2014,"SW COR BATTERY PL & LITTLE WEST ST, New York, NY 10280"
B7099,"BMT J&M @ LORIMER ST & BWAY, New York, NY 11206"
R1128,"GRANDVIEW AVE & RICHMOND TERR, New York, NY 10303"
M2028,"ALBANY ST & HUDSON RIVER, New York, NY 10280"
R2412,"WILDER & CLARKE AVES\RICHMOND VFD, New York, NY NA"
X8568,"NEW COURT BLDG 161ST & SHERIDAN AVE 10 F, New York, NY NA"
R2447,"AMBOY RD OPP PARK ST/RVFD, New York, NY 10306"
M7409,"IRT 6 ? SPRING ST & LAFAYETTE ST, New York, NY 10012"
M1739,"RIVERSIDE DR AND 180TH ST, New York, NY 10033"
Q8368,"CROSS IS PKWY- THROGS NECK TO F LEWIS BL, New York, NY 11357"
Q4199,"METROPOLITAN AVE & 66 LA, New York, NY 11379"
R2488,"NEW DORP LA & 3 ST, New York, NY 10306"
R4437,"ANNADALE RD AND PINE TERRACE, New York, NY 10312"
B8535,"PS 286 HARING ST SOUTH OF AVE Y, New York, NY NA"
X7380,"IRT 4 - BEDFORD PARK BLVD & JEROME AVE, New York, NY NA"
R3789,"N/E COR OF GREEN VALLEY RD-NOB HILL, New York, NY 10312"
R1022,"E/S RICHMOND RD OPP CONCORD PL, New York, NY NA"
R2462,"RICHMOND RD & DOROTHEA PL\RICHMOND VFD, New York, NY 10306"
M7326,"IRT 1 ? FRANKLIN ST & W BROADWAY, New York, NY 10013"
R0403,"THEATER LA & CIRCLE LOOP, New York, NY 10304"
B8379,"PS 66-850 ROCKAWAY PKWY, New York, NY NA"
B7182,"IND C @ RALPH AVE & FULTON ST, New York, NY 11233"
R8024,"SAILORS SNUG HAR-WEST GATE-OLD RICHMOND, New York, NY 10310"
R3299,"GIFFORDS LA & MARGARET ST, New York, NY 10308"
R1107,"LISK AVE & SELVIN LOOP, New York, NY 10303"
R1769,"SOUTH GANNON AVE & KELL AVE->, New York, NY 10314"
R3146,"CANNON AV & GLEN ST\OCEANIC VFD, New York, NY 10314"
B8223,"ARTS & SERVICE EASTERN PKWY & WASHINGTON, New York, NY 11238"
M7396,"IRT 6 ? E 96 ST & LEXINGTON AVE, New York, NY 10128"
R8480,"GATEWAY PARK GREAT KILLS ZONE, New York, NY NA"
R8749,"RICH PWAY BTW HUGUENOT AV & ARTHUR KILL, New York, NY NA"
M1917,"EAST RD. AT POWERHOUSE-ROOSEVELT IS, New York, NY 10044"
