,alarm_box_borough,alarm_box_location,alarm_box_number,alarm_level_index_description,alarm_source_description_tx,citycouncildistrict,communitydistrict,communityschooldistrict,congressionaldistrict,dispatch_response_seconds_qy,engines_assigned_quantity,first_activation_datetime,first_assignment_datetime,first_on_scene_datetime,highest_alarm_level,incident_borough,incident_classification,incident_classification_group,incident_close_datetime,incident_datetime,incident_response_seconds_qy,incident_travel_tm_seconds_qy,ladders_assigned_quantity,other_units_assigned_quantity,policeprecinct,starfire_incident_id,valid_dispatch_rspns_time_indc,valid_incident_rspns_time_indc,zipcode,Address,Lat,Lon
435,MANHATTAN,9 AVE & W 52 ST,871,Initial Alarm,PD Link/Medical,3,104,2,10,5,1,2017-04-28T12:34:25.000,2017-04-28T12:33:46.000,2017-04-28T12:38:02.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-04-28T12:46:40.000,2017-04-28T12:33:41.000,261,256,0,0,18,1.71E+15,N,Y,10019,"9 AVE & W 52 ST, New York, NY 10019",40.7692123,-73.9847724
436,BROOKLYN,HARWAY AVE & BAY 38 ST,3461,Initial Alarm,EMS Link/Medical,43,311,21,11,12,1,2017-01-11T20:06:06.000,2017-01-11T20:05:40.000,2017-01-11T20:10:10.000,First Alarm,BROOKLYN,Medical - EMS Link 10-91,Medical Emergencies,2017-01-11T20:12:30.000,2017-01-11T20:05:28.000,282,270,0,0,62,1.70E+15,N,Y,11214,"HARWAY AVE & BAY 38 ST, New York, NY 11214",40.5905544,-73.9889093
437,BRONX,3 AVE & 167 ST,2561,Initial Alarm,ERS No Contact,NA,NA,NA,NA,5,1,2017-07-14T02:51:23.000,2017-07-14T02:51:11.000,2017-07-14T02:53:53.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-07-14T03:33:43.000,2017-07-14T02:51:06.000,167,162,0,0,NA,1.72E+15,N,Y,NA,"3 AVE & 167 ST, New York, NY NA",40.8327336,-73.9050357
438,RICHMOND / STATEN ISLAND,FOREST AVE & RAYMOND PL,558,Initial Alarm,UCT/911,49,501,31,11,12,2,2017-09-06T18:15:21.000,2017-09-06T18:15:01.000,2017-09-06T18:19:46.000,First Alarm,RICHMOND / STATEN ISLAND,Odor - Other Than Smoke,NonMedical Emergencies,2017-09-06T18:33:17.000,2017-09-06T18:14:49.000,297,285,2,1,120,1.72E+15,N,Y,10310,"FOREST AVE & RAYMOND PL, New York, NY 10310",40.627215,-74.124259
439,MANHATTAN,CENTRAL PARK W & W 73 ST,1042,Initial Alarm,UCT/911,6,107,3,10,7,3,2017-01-14T13:15:12.000,2017-01-14T13:14:53.000,2017-01-14T13:18:28.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-01-14T13:45:32.000,2017-01-14T13:14:46.000,222,215,2,1,20,1.70E+15,N,Y,10023,"CENTRAL PARK W & W 73 ST, New York, NY 10023",40.7848582,-73.9696519
440,BROOKLYN,MERMAID AVE & W 24 ST,3538,Initial Alarm,EMS Link/Medical,47,313,21,8,8,1,2017-04-25T22:15:03.000,2017-04-25T22:14:40.000,2017-04-25T22:18:03.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-04-25T22:36:11.000,2017-04-25T22:14:32.000,211,203,0,0,60,1.71E+15,N,Y,11224,"MERMAID AVE & W 24 ST, New York, NY 11224",40.5764828,-73.9850101
441,MANHATTAN,1 AVE & E 38 ST,754,DEFAULT RECORD,Private Fire Alarm,4,106,2,12,45,3,2017-07-16T20:36:21.000,2017-07-16T20:36:05.000,2017-07-16T20:39:23.000,First Alarm,MANHATTAN,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,2017-07-16T20:50:54.000,2017-07-16T20:35:20.000,243,198,2,1,17,1.72E+15,N,Y,10016,"1 AVE & E 38 ST, New York, NY 10016",40.763368,-73.95924
442,BROOKLYN,FLUSHING AVE & BROADWAY,354,Initial Alarm,PD Link/Medical,34,301,14,7,7,1,2017-09-28T13:59:24.000,2017-09-28T13:59:04.000,NA,First Alarm,BROOKLYN,Medical - PD Link 10-91,Medical Emergencies,2017-09-28T14:06:23.000,2017-09-28T13:58:57.000,0,0,0,0,90,1.73E+15,N,N,11206,"FLUSHING AVE & BROADWAY, New York, NY 11206",40.7019109,-73.9369844
443,MANHATTAN,5 AVE & 34 ST,715,Initial Alarm,Private Fire Alarm,4,105,2,12,40,1,2017-09-20T20:29:18.000,2017-09-20T20:29:03.000,2017-09-20T20:34:28.000,First Alarm,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,2017-09-20T20:39:52.000,2017-09-20T20:28:23.000,365,325,0,1,14,1.73E+15,N,Y,10118,"5 AVE & 34 ST, New York, NY 10118",40.7314123,-73.9969848
444,BROOKLYN,ROCKAWAY AVE & GLENMORE AVE,3716,Initial Alarm,UCT/911,41,316,23,8,5,1,2017-06-10T19:20:19.000,2017-06-10T19:19:54.000,2017-06-10T19:24:29.000,First Alarm,BROOKLYN,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,2017-06-10T19:41:42.000,2017-06-10T19:19:49.000,280,275,1,0,73,1.72E+15,N,Y,11212,"ROCKAWAY AVE & GLENMORE AVE, New York, NY 11212",40.6653515,-73.9096306
445,BRONX,TELLER AVE & 167 ST,2564,Initial Alarm,EMS Link/Medical,16,204,9,15,68,2,2017-02-15T09:16:36.000,2017-02-15T09:16:11.000,2017-02-15T09:21:03.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-02-15T09:55:55.000,2017-02-15T09:15:03.000,360,292,0,0,44,1.70E+15,N,N,10456,"TELLER AVE & 167 ST, New York, NY 10456",40.8328283,-73.9112856
446,BRONX,BATHGATE AVE & 187 ST,4781,Initial Alarm,PD Link/Medical,15,206,10,15,4,1,2017-10-29T02:59:25.000,2017-10-29T02:59:09.000,2017-10-29T03:03:10.000,First Alarm,BRONX,Medical - PD Link 10-91,Medical Emergencies,2017-10-29T03:06:15.000,2017-10-29T02:59:05.000,245,241,0,0,48,1.73E+15,N,Y,10458,"BATHGATE AVE & 187 ST, New York, NY 10458",40.8502084,-73.895282
447,QUEENS,120 AVE & 190 ST,5723,Initial Alarm,PD Link/Medical,27,412,29,5,11,1,2017-06-20T17:16:01.000,2017-06-20T17:15:41.000,2017-06-20T17:19:59.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-06-20T17:39:09.000,2017-06-20T17:15:30.000,269,258,0,0,113,1.72E+15,N,Y,11412,"120 AVE & 190 ST, New York, NY 11412",40.687287,-73.758858
448,BRONX,CONCORD AVE & 152 ST,2263,Initial Alarm,EMS Link/Medical,17,201,7,15,4,1,2017-02-01T08:28:25.000,2017-02-01T08:27:56.000,NA,First Alarm,BRONX,Medical - EMS Link 10-91,Medical Emergencies,2017-02-01T08:32:24.000,2017-02-01T08:27:52.000,0,0,0,0,40,1.70E+15,N,N,10455,"CONCORD AVE & 152 ST, New York, NY 10455",40.815848,-73.907169
449,BROOKLYN,WASHINGTON & ST MARKS AVES,978,Initial Alarm,PD Link/Medical,35,308,13,9,57,1,2017-09-16T00:56:08.000,2017-09-16T00:55:41.000,2017-09-16T00:59:00.000,First Alarm,BROOKLYN,Medical - PD Link 10-91,Medical Emergencies,2017-09-16T01:47:58.000,2017-09-16T00:54:44.000,256,199,0,0,77,1.73E+15,N,N,11238,"WASHINGTON & ST MARKS AVES, New York, NY 11238",40.677914,-73.966541
450,BRONX,SEYMOUR AVE & HICKS ST,3656,Initial Alarm,Private Fire Alarm,12,212,11,16,66,1,2017-11-15T04:11:05.000,2017-11-15T04:10:44.000,2017-11-15T04:15:12.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-11-15T04:22:51.000,2017-11-15T04:09:38.000,334,268,0,0,47,1.73E+15,N,Y,10469,"SEYMOUR AVE & HICKS ST, New York, NY 10469",40.878278,-73.850172
451,QUEENS,MATHIAS AVE & GUY R. BREWER BLVD [N.Y. B,4704,Initial Alarm,Phone,27,412,28,5,160,1,2017-07-01T17:44:18.000,2017-07-01T17:43:51.000,2017-07-01T17:50:58.000,First Alarm,QUEENS,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,2017-07-01T17:53:12.000,2017-07-01T17:41:11.000,587,427,0,0,113,1.72E+15,N,Y,11433,"MATHIAS AVE & GUY R. BREWER BLVD [N.Y. B, New York, NY 11433",40.6909254,-73.7868704
452,MANHATTAN,LEXINGTON AVE & 51 ST,862,Initial Alarm,Verbal,4,105,2,12,53,1,2017-05-12T15:36:28.000,2017-05-12T15:36:28.000,2017-05-12T15:38:11.000,First Alarm,MANHATTAN,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,2017-05-12T15:41:51.000,2017-05-12T15:35:35.000,156,103,0,0,18,1.71E+15,N,Y,10022,"LEXINGTON AVE & 51 ST, New York, NY 10022",40.7382169,-73.9856803
453,BROOKLYN,YORK ST BTW GOLD ST & NAVY ST,412,Initial Alarm,UCT/911,35,302,13,8,3,0,2017-04-11T11:37:30.000,2017-04-11T11:37:18.000,2017-04-11T11:43:31.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-04-11T11:58:02.000,2017-04-11T11:37:15.000,376,373,1,0,84,1.71E+15,N,Y,11201,"YORK ST BTW GOLD ST & NAVY ST, New York, NY 11201",40.7015019,-73.9859472
454,MANHATTAN,7 AVE & W 42 ST,786,Initial Alarm,EMS Link/Medical,3,105,2,12,77,1,2017-01-27T16:11:00.000,2017-01-27T16:10:06.000,2017-01-27T16:12:58.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-01-27T16:24:04.000,2017-01-27T16:08:49.000,249,172,0,0,14,1.70E+15,N,N,10036,"7 AVE & W 42 ST, New York, NY 10036",40.667258,-73.9815295
455,QUEENS,MATHIAS AVE & GUY R. BREWER BLVD [N.Y. B,4704,Initial Alarm,UCT/911,28,412,28,5,12,1,2017-07-24T15:40:39.000,2017-07-24T15:40:19.000,2017-07-24T15:45:55.000,First Alarm,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-07-24T15:51:27.000,2017-07-24T15:40:07.000,348,336,0,0,113,1.72E+15,N,Y,11433,"MATHIAS AVE & GUY R. BREWER BLVD [N.Y. B, New York, NY 11433",40.6909254,-73.7868704
456,MANHATTAN,MADISON AVE & 39 ST,757,Initial Alarm,UCT/911,4,105,2,12,7,0,2017-08-07T08:02:56.000,2017-08-07T08:02:46.000,2017-08-07T08:11:10.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-08-07T08:33:45.000,2017-08-07T08:02:39.000,511,504,1,0,14,1.72E+15,N,Y,10016,"MADISON AVE & 39 ST, New York, NY 10016",40.7785833,-73.9604646
457,BROOKLYN,NEW YORK AVE & PARK PL,951,Initial Alarm,UCT/911,36,308,17,9,5,1,2017-01-28T22:53:32.000,2017-01-28T22:53:11.000,2017-01-28T22:59:03.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-01-28T23:19:06.000,2017-01-28T22:53:06.000,357,352,1,0,77,1.70E+15,N,Y,11213,"NEW YORK AVE & PARK PL, New York, NY 11213",40.673268,-73.947394
458,BROOKLYN,WILSON & WILLOUGHBY AVES,733,Initial Alarm,UCT/911,34,304,32,7,9,4,2017-11-01T11:09:15.000,2017-11-01T11:09:01.000,2017-11-01T11:11:02.000,First Alarm,BROOKLYN,Utility Emergency - Electric,NonMedical Emergencies,2017-11-01T11:28:59.000,2017-11-01T11:08:52.000,130,121,2,1,83,1.73E+15,N,Y,11237,"WILSON & WILLOUGHBY AVES, New York, NY 11237",40.70091,-73.926083
459,MANHATTAN,1 AVE & 124 ST,1463,Initial Alarm,EMS Link/Medical,8,111,4,13,14,1,2017-04-01T12:24:09.000,2017-04-01T12:23:50.000,NA,First Alarm,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,2017-04-01T12:26:12.000,2017-04-01T12:23:36.000,0,0,0,0,25,1.71E+15,N,N,10035,"1 AVE & 124 ST, New York, NY 10035",40.763368,-73.95924
460,BROOKLYN,7 AVE & 53 ST,2627,Initial Alarm,EMS Link/Medical,38,307,15,7,5,1,2017-04-14T08:54:21.000,2017-04-14T08:52:22.000,2017-04-14T08:56:09.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-04-14T09:28:20.000,2017-04-14T08:52:17.000,232,227,0,0,72,1.71E+15,N,Y,11220,"7 AVE & 53 ST, New York, NY 11220",40.667258,-73.9815295
461,MANHATTAN,9 AVE & W 36 ST,729,Initial Alarm,PD Link/Medical,3,104,2,10,6,1,2017-04-06T22:01:22.000,2017-04-06T22:01:09.000,2017-04-06T22:05:20.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-04-06T22:14:18.000,2017-04-06T22:01:03.000,257,251,0,0,14,1.71E+15,N,Y,10018,"9 AVE & W 36 ST, New York, NY 10018",40.7692123,-73.9847724
462,MANHATTAN,2 AVE & E 29 ST,667,Initial Alarm,UCT/911,2,106,2,12,10,4,2017-12-09T18:10:23.000,2017-12-09T18:10:07.000,2017-12-09T18:12:26.000,First Alarm,MANHATTAN,Utility Emergency - Gas,NonMedical Emergencies,2017-12-09T18:23:06.000,2017-12-09T18:09:57.000,149,139,2,1,13,1.73E+15,N,Y,10016,"2 AVE & E 29 ST, New York, NY 10016",40.741652,-73.978197
463,BROOKLYN,8 AVE & 61 ST,2621,Initial Alarm,Phone,44,312,20,10,261,0,2017-12-11T13:16:49.000,2017-12-11T13:16:39.000,NA,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-12-11T13:24:57.000,2017-12-11T13:12:18.000,0,0,1,0,66,1.73E+15,N,N,11219,"8 AVE & 61 ST, New York, NY 11219",40.8165192,-73.9465432
464,BRONX,SEDGWICK AVE & W 197 ST,3500,Initial Alarm,UCT/911,14,208,10,13,40,1,2017-05-01T11:01:14.000,2017-05-01T11:00:54.000,2017-05-01T11:04:44.000,First Alarm,BRONX,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,2017-05-01T11:12:13.000,2017-05-01T11:00:14.000,270,230,2,0,50,1.71E+15,N,Y,10468,"SEDGWICK AVE & W 197 ST, New York, NY 10468",40.8604447,-73.911322
465,BRONX,"CROSS BRONX EXPY, SOUTH, AND OLMSTEAD AV",2865,Fifth Alarm or Higher,UCT/911,18,209,8,15,8,40,2017-06-22T15:40:56.000,2017-06-22T15:40:43.000,2017-06-22T15:46:11.000,Fifth Alarm or Higher,BRONX,Private Dwelling Fire,Structural Fires,2017-06-24T10:05:25.000,2017-06-22T15:40:35.000,336,328,24,37,43,1.72E+15,N,Y,10472,"CROSS BRONX EXPY, SOUTH, AND OLMSTEAD AV, New York, NY 10472",40.8310634,-73.8545513
466,RICHMOND / STATEN ISLAND,ALTER AND LACONIA AVES,1477,Initial Alarm,Phone,50,502,31,11,78,2,2017-02-13T06:45:54.000,2017-02-13T06:45:27.000,2017-02-13T06:50:27.000,First Alarm,RICHMOND / STATEN ISLAND,Utility Emergency - Gas,NonMedical Emergencies,2017-02-13T07:01:33.000,2017-02-13T06:44:09.000,378,300,2,1,122,1.70E+15,N,Y,10305,"ALTER AND LACONIA AVES, New York, NY 10305",40.5875845,-74.0887085
467,MANHATTAN,2 AVE & 119 ST,1423,Initial Alarm,EMS Link/Medical,8,111,4,13,36,1,2017-11-01T03:07:50.000,2017-11-01T03:07:01.000,2017-11-01T03:14:38.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-11-01T03:21:33.000,2017-11-01T03:06:25.000,493,457,0,0,25,1.73E+15,N,Y,10035,"2 AVE & 119 ST, New York, NY 10035",40.798946,-73.936372
468,QUEENS,23 AVE & BAY CLUB DR,7676,Initial Alarm,PD Link/Medical,19,407,25,3,5,1,2017-10-23T10:44:40.000,2017-10-23T10:44:03.000,2017-10-23T10:46:44.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-10-23T11:02:34.000,2017-10-23T10:43:58.000,166,161,0,0,109,1.73E+15,N,Y,11360,"23 AVE & BAY CLUB DR, New York, NY 11360",40.778876,-73.781093
469,BRONX,WESTCHESTER AVE & E 158 ST,2318,Initial Alarm,UCT/911,17,201,8,15,19,3,2017-12-15T17:59:34.000,2017-12-15T17:59:27.000,2017-12-15T18:02:36.000,First Alarm,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,2017-12-15T18:23:48.000,2017-12-15T17:59:08.000,208,189,2,1,40,1.73E+15,N,Y,10455,"WESTCHESTER AVE & E 158 ST, New York, NY 10455",40.831368,-73.8681553
470,QUEENS,BELT PWAY BTW ROCKAWAY BLVD & 225 ST,8409,Initial Alarm,UCT/911,NA,NA,NA,NA,27,2,2017-04-08T19:57:53.000,2017-04-08T19:57:32.000,2017-04-08T20:02:32.000,First Alarm,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,2017-04-08T20:16:11.000,2017-04-08T19:57:05.000,327,300,3,1,NA,1.71E+15,N,Y,NA,"BELT PWAY BTW ROCKAWAY BLVD & 225 ST, New York, NY NA",40.6354904,-73.8804439
471,BRONX,PHILIP AND VINCENT AVES,4166,Initial Alarm,UCT/911,13,210,8,14,5,3,2017-11-05T13:10:34.000,2017-11-05T13:10:17.000,2017-11-05T13:13:52.000,First Alarm,BRONX,Defective Oil Burner,NonMedical Emergencies,2017-11-05T13:22:02.000,2017-11-05T13:10:12.000,220,215,2,1,45,1.73E+15,N,Y,10465,"PHILIP AND VINCENT AVES, New York, NY 10465",40.830551,-73.8181182
472,BRONX,SOUTHERN BLVD & FREEMAN ST,2731,Initial Alarm,UCT/911,17,203,12,15,42,3,2017-07-19T02:53:20.000,2017-07-19T02:53:08.000,2017-07-19T02:57:22.000,First Alarm,BRONX,Utility Emergency - Electric,NonMedical Emergencies,2017-07-19T03:15:43.000,2017-07-19T02:52:26.000,296,254,2,1,42,1.72E+15,N,Y,10459,"SOUTHERN BLVD & FREEMAN ST, New York, NY 10459",40.8370818,-73.8878685
473,BRONX,M.L.KING JR BLVD & W 179 ST,3119,Initial Alarm,UCT/911,14,205,10,15,166,0,2017-04-05T05:39:21.000,2017-04-05T05:39:06.000,2017-04-05T05:45:16.000,First Alarm,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-04-05T06:13:00.000,2017-04-05T05:36:20.000,536,370,1,0,46,1.71E+15,N,Y,10453,"M.L.KING JR BLVD & W 179 ST, New York, NY 10453",40.848923,-73.902408
474,MANHATTAN,3 AVE & E 52 ST,876,Initial Alarm,EMS Link/Medical,4,106,2,12,2,1,2017-09-22T14:39:02.000,2017-09-22T14:37:58.000,2017-09-22T14:42:30.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-09-22T15:02:15.000,2017-09-22T14:37:56.000,274,272,0,0,17,1.73E+15,N,Y,10022,"3 AVE & E 52 ST, New York, NY 10022",40.8327336,-73.9050357
475,QUEENS,71 RD & 112 ST,9140,Initial Alarm,UCT/911,29,406,28,6,9,3,2017-11-13T19:46:39.000,2017-11-13T19:46:29.000,2017-11-13T19:49:41.000,First Alarm,QUEENS,Private Dwelling Fire,Structural Fires,2017-11-13T20:12:41.000,2017-11-13T19:46:20.000,201,192,2,1,112,1.73E+15,N,Y,11375,"71 RD & 112 ST, New York, NY 11375",40.7202873,-73.8433528
476,BRONX,BROADWAY & W 225 ST,3701,Initial Alarm,UCT/911,10,208,10,13,24,0,2017-12-02T01:45:55.000,2017-12-02T01:45:39.000,2017-12-02T01:50:40.000,First Alarm,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-12-02T01:57:56.000,2017-12-02T01:45:15.000,325,301,1,0,50,1.73E+15,N,Y,10463,"BROADWAY & W 225 ST, New York, NY 10463",40.87436,-73.91019
477,QUEENS,103 AVE & 89 ST,2123,Initial Alarm,PD Link/Medical,32,409,27,8,6,1,2017-01-04T10:38:01.000,2017-01-04T10:37:34.000,2017-01-04T10:40:37.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-01-04T10:52:19.000,2017-01-04T10:37:28.000,189,183,0,0,102,1.70E+15,N,Y,11416,"103 AVE & 89 ST, New York, NY 11416",40.68081,-73.85013
478,QUEENS,33 AVE & 166 ST,6935,Initial Alarm,UCT/911,19,407,25,6,7,3,2017-03-11T06:18:08.000,2017-03-11T06:17:55.000,2017-03-11T06:22:15.000,First Alarm,QUEENS,Defective Oil Burner,NonMedical Emergencies,2017-03-11T06:54:34.000,2017-03-11T06:17:48.000,267,260,2,1,109,1.71E+15,N,Y,11358,"33 AVE & 166 ST, New York, NY 11358",40.767666,-73.799213
479,BROOKLYN,MC GUINNESS BLVD & PAIDGE AVE,48,Initial Alarm,EMS Link/Medical,33,301,14,12,7,1,2017-11-30T07:12:41.000,2017-11-30T07:12:13.000,2017-11-30T07:17:36.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-11-30T07:30:53.000,2017-11-30T07:12:06.000,330,323,0,0,94,1.73E+15,N,Y,11222,"MC GUINNESS BLVD & PAIDGE AVE, New York, NY 11222",40.7294566,-73.9508221
480,MANHATTAN,AMSTERDAM AVE & 87 ST,1169,Initial Alarm,Private Fire Alarm,6,107,3,10,70,3,2017-07-17T15:51:07.000,2017-07-17T15:50:57.000,2017-07-17T15:54:32.000,First Alarm,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,2017-07-17T16:09:03.000,2017-07-17T15:49:47.000,285,215,2,1,24,1.72E+15,N,Y,10024,"AMSTERDAM AVE & 87 ST, New York, NY 10024",40.8134111,-73.9562384
481,MANHATTAN,FT WASHINGTON AV-100' NORTH OF 165 ST,1695,Initial Alarm,PD Link/Medical,7,112,6,13,4,1,2017-11-03T14:50:59.000,2017-11-03T14:50:42.000,NA,First Alarm,MANHATTAN,Medical - PD Link 10-91,Medical Emergencies,2017-11-03T14:51:45.000,2017-11-03T14:50:38.000,0,0,0,0,33,1.73E+15,N,N,10032,"FT WASHINGTON AV-100' NORTH OF 165 ST, New York, NY 10032",40.8385832,-73.9433758
482,BROOKLYN,NEWKIRK AVE & RUGBY RD,2475,Initial Alarm,UCT/911,40,314,22,9,10,3,2017-04-29T16:31:15.000,2017-04-29T16:30:59.000,2017-04-29T16:33:19.000,First Alarm,BROOKLYN,Utility Emergency - Electric,NonMedical Emergencies,2017-04-29T16:43:06.000,2017-04-29T16:30:49.000,150,140,2,1,70,1.71E+15,N,Y,11226,"NEWKIRK AVE & RUGBY RD, New York, NY 11226",40.6377599,-73.9586753
483,QUEENS,G.C.P. BTW 94 ST & NORTHERN BLVD,8397,Initial Alarm,Verbal,NA,NA,NA,NA,55,2,2017-11-17T13:36:05.000,2017-11-17T13:35:53.000,2017-11-17T13:45:44.000,First Alarm,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,2017-11-17T13:57:37.000,2017-11-17T13:34:58.000,646,591,2,1,NA,1.73E+15,N,Y,NA,"G.C.P. BTW 94 ST & NORTHERN BLVD, New York, NY NA",NA,NA
484,RICHMOND / STATEN ISLAND,WESTWOOD AVE AND MANOR RD,1552,Initial Alarm,UCT/911,49,502,31,11,14,3,2017-12-16T17:29:53.000,2017-12-16T17:29:34.000,2017-12-16T17:33:16.000,First Alarm,RICHMOND / STATEN ISLAND,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,2017-12-16T18:01:04.000,2017-12-16T17:29:20.000,236,222,2,1,121,1.74E+15,N,Y,10314,"WESTWOOD AVE AND MANOR RD, New York, NY 10314",40.6063642,-74.1209074
485,BRONX,UNION AVE & 165 ST,2514,Initial Alarm,UCT/911,17,203,12,15,12,2,2017-12-18T17:07:02.000,2017-12-18T17:06:55.000,2017-12-18T17:11:21.000,First Alarm,BRONX,Utility Emergency - Gas,NonMedical Emergencies,2017-12-18T17:26:15.000,2017-12-18T17:06:43.000,278,266,2,1,42,1.74E+15,N,Y,10459,"UNION AVE & 165 ST, New York, NY 10459",40.824385,-73.901176
486,BRONX,PROSPECT AVE AND GARDEN ST,4748,Initial Alarm,UCT/911,15,206,10,15,5,0,2017-02-08T07:14:02.000,2017-02-08T07:13:34.000,2017-02-08T07:21:02.000,First Alarm,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-02-08T07:42:21.000,2017-02-08T07:13:29.000,453,448,1,0,48,1.70E+15,N,Y,10457,"PROSPECT AVE AND GARDEN ST, New York, NY 10457",40.8500329,-73.884482
487,MANHATTAN,ST. NICHOLAS AVE AND 178TH ST,1733,10-76 & 10-77 Signal (Notification Hi-Rise Fire),UCT/911,10,112,6,13,12,7,2017-03-14T04:50:21.000,2017-03-14T04:50:01.000,2017-03-14T04:53:43.000,First Alarm,MANHATTAN,Multiple Dwelling 'A' - Other fire,Structural Fires,2017-03-14T06:42:52.000,2017-03-14T04:49:49.000,234,222,6,14,33,1.71E+15,N,Y,10033,"ST. NICHOLAS AVE AND 178TH ST, New York, NY 10033",40.8473526,-73.9351728
488,BROOKLYN,ALBANY AVE & PROSPECT PL,920,Initial Alarm,UCT/911,36,308,17,9,12,0,2017-06-13T14:54:41.000,2017-06-13T14:54:07.000,2017-06-13T15:02:33.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-06-13T15:08:31.000,2017-06-13T14:53:55.000,518,506,1,0,77,1.72E+15,N,Y,11213,"ALBANY AVE & PROSPECT PL, New York, NY 11213",40.7073483,-73.4590782
489,BRONX,MORRIS AVE & E 170 ST,2751,Initial Alarm,Verbal,16,204,9,15,62,1,2017-04-13T21:25:23.000,2017-04-13T21:25:13.000,2017-04-13T21:37:16.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-04-13T22:13:31.000,2017-04-13T21:24:11.000,785,723,1,0,44,1.71E+15,N,Y,10456,"MORRIS AVE & E 170 ST, New York, NY 10456",40.837781,-73.911435
490,QUEENS,51 AVE & 63 ST,7083,DEFAULT RECORD,BARS,NA,NA,NA,NA,6,1,2017-09-03T23:25:53.000,2017-09-03T23:25:28.000,NA,First Alarm,QUEENS,Non-Medical MFA - BARS,NonMedical MFAs,2017-09-03T23:31:55.000,2017-09-03T23:25:22.000,0,0,0,0,NA,1.72E+15,N,N,NA,"51 AVE & 63 ST, New York, NY NA",40.735679,-73.902829
491,BRONX,COLLEGE AVE & 169 ST,2709,Initial Alarm,UCT/911,16,204,9,15,348,1,2017-11-27T18:18:49.000,2017-11-27T18:18:24.000,2017-11-27T18:21:36.000,First Alarm,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-11-27T18:32:09.000,2017-11-27T18:12:36.000,540,192,1,0,44,1.73E+15,N,Y,10456,"COLLEGE AVE & 169 ST, New York, NY 10456",40.835008,-73.912064
492,QUEENS,JAMAICA AVE & 102 ST,9602,Initial Alarm,Private Fire Alarm,32,409,27,7,59,1,2017-03-27T09:38:41.000,2017-03-27T09:38:21.000,2017-03-27T09:40:58.000,First Alarm,QUEENS,Alarm System - Testing,NonMedical Emergencies,2017-03-27T09:43:33.000,2017-03-27T09:37:22.000,216,157,1,1,102,1.71E+15,N,Y,11418,"JAMAICA AVE & 102 ST, New York, NY 11418",40.7022991,-73.8038488
