,AlarmBoxwBorough,Address,Lat,Lon
1129,R0667,"CHICAGO AND LANDIS AVES, New York, NY 10305",40.6015374,-74.0693854
1130,M7476,"IND Q - E 86 ST & 2 AVE, New York, NY 10028",40.7782218,-73.9525688
1131,R2142,"GULF & BLOOMFIELD AVES\OCEANIC VFD, New York, NY 10314",38.8113865,-94.4667437
1132,R8752,"BAYONNE BRIDGE TOLL PLAZA->, New York, NY NA",40.6422281,-74.1421101
1133,R2417,"COMBS AVE & BARBARA ST/RVFD, New York, NY 10306",40.6290098,-73.6998122
1134,M7441,"IRT 2&3 ? W 110 ST CENT PK W  & LENOX AV, New York, NY NA",NA,NA
1135,Q0429,"STA261-IND E-F-G-R-71ST & CONTINENTAL AV, New York, NY NA",41.7659982,-87.5928617
1136,M8337,"FDNY TRAINING CNTR BLDG 9 RANDALLS IS, New York, NY NA",40.7157258,-74.0016955
1137,R2097,"OTIS AVE & NORTH RAILROAD AVE, New York, NY 10306",44.948406,-93.197731
1138,Q6282,"215 ST & 32 RD, New York, NY 11361",40.8696056,-73.9153168
1139,Q8504,"87 RD & ELDERTS LA, New York, NY 11421",40.7073613,-73.8069541
1140,Q9314,"BOAT BASIN PK FIELD N OF NORTHERN BLV, New York, NY NA",40.7653893,-73.8177471
1141,R3432,"HYLAN BLVD AND JUSTIN AVE, New York, NY 10306",40.5535375,-74.1318409
1142,X7385,"IRT 4 - W 176 ST & JEROME AVE, New York, NY NA",40.84848,-73.911794
1143,R8731,"W SHORE XWAY N/B 2700' N OF ARDEN AVE, New York, NY NA",40.5761121,-74.1905191
1144,B7028,"BMT M&R @ UNION ST & 4 AVE, New York, NY NA",38.539497,-94.2500226
1145,R0887,"VICTORY BLVD OPP HIGHLAND AVE, New York, NY 10301",40.611838,-74.1384478
1146,Q6964,"NORTHERN BLVD & CLEARVIEW EXPY W/SVC RD, New York, NY 11361",39.087421,-94.450942
1147,R3441,"O'GORMAN AVE AND REDGRAVE AVE, New York, NY 10306",40.5538795,-74.1377383
1148,Q4640,"14 AVE & 153 PL, New York, NY 11357",41.4980552,-90.498967
1149,R4375,"BOYNTON ST AND DEAD END (LENEVAR AVE), New York, NY 10309",40.5351492,-74.2079672
1150,X7388,"IRT 4 - W 167 ST & JEROME AVE, New York, NY 10452",40.836037,-73.9243306
1151,R2473,"AMBOY RD & BEACH AVE\RICHMOND VFD, New York, NY 10306",40.5347417,-74.1845284
1152,R2791,"RICHMOND & NOME AVES, New York, NY 10314",37.5407246,-77.4360481
1153,R2220,"NORTH RAILROAD AVE AND CLOISTER PL, New York, NY 10306",40.5745466,-74.116156
1154,R1226,"SOUTH BEACH AVE & OLYMPIA BLVD, New York, NY 10305",39.5573285,-74.242525
1155,Q6388,"G.C.P. S/SVC RD-600' E OF COMMONWEALTH B, New York, NY 11426",40.7387868,-73.7235872
1156,Q8055,"PS 77 SENECA AVE & CENTRE ST., New York, NY NA",40.6991348,-73.9020567
1157,R1521,"NORTH GANNON AVE & PERRY AVE, New York, NY 10314",40.6084378,-74.134513
1158,X7368,"IRT 6 - MORRISON AVE & SOUNDVIEW AVE, New York, NY NA",40.8294898,-73.8746754
1159,X3788,"PALISADE AVE & KIPP RD, New York, NY 10471",40.7653879,-74.0306437
1160,R2365,"RIVINGTON & FREEDOM AVES\OCEANIC VFD, New York, NY 10314",40.7194779,-73.9863391
1161,R2840,"CORBIN AVE & LEVERETT AVE, New York, NY 10308",34.228664,-118.562167
1162,Q8578,"E/S WOODHAVEN BLVD & 98 ST, New York, NY 11421",40.7088522,-73.8596335
1163,B7036,"BMT R @ BAY RIDGE AVE - 69 ST & 4 AVE, New York, NY 11209",40.6381645,-74.0330492
1164,B8556,"NYCTA YARDS AVE X & MCDONALD AVE N AREA, New York, NY NA",40.5921076,-73.956061
1165,X8822,"IFO ADMIN BLDG IN OLD FORT SCHUYLER, New York, NY NA",40.7127753,-74.0059728
1166,B7352,"IRT 3 @ NE LOTS & LIVONIA AVES, New York, NY 11207",41.4925374,-99.9018131
1167,R3568,"ROLLING HILL GREEN WEST OF SUTTON PL, New York, NY 10312",40.5518214,-74.1932634
1168,R1296,"HILLCREST COURT AND LAKEVIEW TERRACE, New York, NY 10305",40.6043098,-74.0816998
1169,R1785,"BYRNE AND NORTH GANNON AVES, New York, NY 10314",40.6084591,-74.1340501
1170,Q1062,"DINSMORE AVE & BEACH 12 ST, New York, NY 11691",42.2967123,-71.4020844
1171,B7238,"IND F&G @ SMITH & 9 STS, New York, NY 11215",32.7755516,-96.3123127
1172,X8929,"N.E. THWY NB 4/10 MI NO. OF PELHAM PKWY, New York, NY 10469",40.8586774,-73.8502934
1173,M7010,"BMT N-R @ W 49 ST & BWAY, New York, NY 10019",40.7621246,-73.9876635
1174,X3241,"SACKETT & RADCLIFF AVES, New York, NY 10462",37.5754742,-97.1312144
1175,X7363,"IRT 6 - WESTCHESTER SQ & E TREMONT AVE, New York, NY 10462",40.8401247,-73.8428258
1176,M7020,"BMT R @ CITY HALL - BWAY, New York, NY NA",40.7127753,-74.0059728
1177,X7386,"IRT 4 - MT EDEN AVE & JEROME AVE, New York, NY NA",40.8445345,-73.9146157
1178,M7311,"IRT 1 ? W 86 ST & BROADWAY, New York, NY NA",40.7815068,-73.9603898
1179,R1367,"NEALDOW AVE & SPRINGFIELD AVE, New York, NY 10314",39.7473811,-121.8308831
1180,X7211,"IND B&D-BEDFORD PK BLVD & GRAND CONCOURS, New York, NY NA",36.2514782,-95.6656902
1181,B7094,"BMT J @ HALSEY ST & BWAY, New York, NY 11221",40.6863105,-73.9165454
1182,B7348,"IRT 3 @ ROCKAWAY & LIVONIA AVES, New York, NY 11212",NA,NA
1183,R2316,"SHIRRA & MC DIVITT AVES, New York, NY 10314",NA,NA
1184,M8780,"QUEENBORO BRDG ?QUEENS BOUND-LOWER LEVL, New York, NY NA",40.7567316,-73.9542239
1185,R2467,"TYSENS LANE AND COVERLY ST, New York, NY 10306",40.5696919,-74.1262307
1186,X7364,"IRT 6 - ZEREGA AVE & WESTCHESTER AVE, New York, NY NA",40.8368105,-73.8466696
1187,B7343,"IRT 3 @ NOSTRAND AVE & EASTERN PKWY, New York, NY 11216",40.6649921,-73.9229085
1188,R2972,"FOREST HILL RD & STONE LA\RICHMOND VFD, New York, NY NA",42.332082,-89.021465
1189,Q6783,"79 AVE & 270 ST, New York, NY 11040",49.145773,-122.8233199
1190,B7237,"IND F&G @ CARROLL & SMITH STS, New York, NY NA",32.7755516,-96.3123127
1191,B7092,"BMT J&Z @ BWAY JUNCTION & FULTON ST, New York, NY NA",42.2843246,-83.7276716
1192,Q0449,"STA 449- IRT #7- 111 ST & ROOSEVELT AVE, New York, NY NA",NA,NA
1193,Q8020,"RIKERS IS BLDG D NORTH COMMAND, New York, NY 11370",40.7811358,-73.8889405
1194,R2856,"RICHMOND RD & ARTHUR KILL RD/RVFD, New York, NY 10306",40.5852424,-74.1060971
1195,B7130,"BMT L @ WILSON AVE & MOFFAT ST, New York, NY NA",40.6887823,-73.9046765
1196,R1106,"SELVIN LOOP 100' S OF AMITY PL, New York, NY 10303",40.6226357,-74.1640977
1197,R1910,"HILLMAN AVE 300' W OF MORGAN LA, New York, NY 10314",29.702889,-91.199816
1198,R2451,"DALTON & MOBILE AVES\RICHMOND VFD, New York, NY 10306",37.0358666,-95.6144867
1199,R2044,"COLFAX AND NORTH RAILROAD AVES, New York, NY 10306",40.5801991,-74.1083118
1200,Q5044,"W SVC RD VAN WYCK XWAY & ALWICK RD, New York, NY 11420",40.7032968,-73.8166608
1201,R2374,"SIGNS RD & TODDY AV\OCEANIC VFD, New York, NY 10314",40.6021942,-74.1684575
1202,B8519,"PS-IS 366K 963-965 E 107 ST, New York, NY NA",40.647381,-73.891713
1203,B7287,"IND G @ FLUSHING & UNION AVES, New York, NY NA",40.7674987,-73.833079
1204,R1437,"BURGHER AVE & NORTH RAILROAD AVE, New York, NY 10304",40.5921462,-74.0910435
1205,Q8314,"CREEDMORE SECT3 COMMONWEALTH /UNION TNPK, New York, NY 11426",40.7414514,-73.7314582
1206,R3433,"HYLAN BLVD & BAY TER->, New York, NY 10306",40.5462073,-74.1418065
1207,X4192,"PHILIP AV & THROGS NECK EXPY N/B SVC RD, New York, NY 10465",40.831032,-73.816353
1208,Q3008,"LAUREL HILL BLVD & NEW CALAVARY CEMET, New York, NY 11377",40.7356651,-73.9156574
1209,B7286,"IND G @ BWAY & UNION AVE, New York, NY 11206",36.368789,-95.999456
1210,R2228,"MILL RD & NEW DORP LA->, New York, NY 10306",42.7658298,-73.7897238
1211,R0376,"BROADWAY & RICHMOND TERRACE, New York, NY 10310",37.4119758,-94.7046318
1212,X8845,"PS 153X CO-OP CITY ED PARK BLDG A-200'S, New York, NY NA",40.8738889,-73.8294444
1213,Q4598,"LAX AVE & 124 ST, New York, NY 11356",40.7933115,-73.8436181
1214,M7332,"IRT 2&3- FULTON ST & WILLIAM ST, New York, NY 10038",NA,NA
1215,R1497,"GARRETSON AND NORTH RAILROAD AVES, New York, NY 10305",40.6026841,-74.0850668
1216,R4472,"LEXA PL. & SOUTH R.R. ST, New York, NY 10312",NA,NA
1217,Q6340,"DOUGLASTON PKWY & 40 AVE, New York, NY NA",40.7547083,-73.7411759
1218,R2364,"RIVINGTON & MULBERRY AVES\OCEANIC VFD, New York, NY 10314",40.7194779,-73.9863391
1219,R2423,"CENTER ST & WILDER AVE/RVFD, New York, NY 10306",36.0677484,-95.9211495
1220,R2897,"ANDREWS AVE & BARBARA ST\RICHMOND VFD, New York, NY 10306",31.4504725,-85.6528805
1221,R1272,"DELPHINE TERRACE AND WINDERMERE RD, New York, NY 10305",40.6020956,-74.0800515
1222,R2898,"WOLVERINE & THOMAS STS\RICHMOND VFD, New York, NY 10306",35.4215273,-96.9172238
1223,R3542,"ARDEN AND IONIA AVES, New York, NY 10312",40.5388985,-74.1909135
1224,R2717,"ROCKLAND & BRIELLE AVES\RICHMOND VFD, New York, NY 10314",42.1306563,-70.9161551
1225,X7425,"IRT 2&5 -BRONX PK EAST & WHITE PLAINS RD, New York, NY 10462",NA,NA
1226,R2028,"MAPLETON AVE & COLONY ST, New York, NY 10306",39.301977,-76.54726
1227,Q2042,"163 AV & 104 ST-W OCEAN AV & DAVENPOR, New York, NY 11414",40.65334,-73.832625
1228,R1110,"LISK AVE & WOLKOFF LA, New York, NY 10303",40.6227937,-74.1652396
1229,M8239,"H HUDSON PKWY - W 71 ST TO W 73 ST, New York, NY NA",NA,NA
1230,Q0412,"STA 202-IND A&S-BCH 105ST & RCWY FREEWAY, New York, NY NA",NA,NA
1231,R2624,"TYSENS LA. & ROMA AVE., New York, NY 10306",40.56374,-74.116768
1232,X8967,"W/B WASHINGTON BDG MID SPAN BX SIDE, New York, NY 10453",40.809213,-73.9077584
1233,R2283,"ALLISON AVE & SOUTH RAILROAD AVE, New York, NY 10306",39.4101061,-84.5278429
1234,R2516,"FOREST ST & LISA PL\OCEANIC VFD, New York, NY 10314",40.7667679,-74.2489855
1235,R4071,"DELMAR AVE AND WOODROW RD, New York, NY 10312",40.5459603,-74.1930405
1236,R3233,"CORTELYOU AVE AND EAST BRANDIS AVE, New York, NY 10308",40.5590068,-74.1646992
1237,R4336,"VERNON & RATHBUN AVES, New York, NY 10309",34.003903,-118.230073
1238,R3243,"ARMSTRONG AVE AND EAST PERKIOMEN AVE, New York, NY 10308",40.557219,-74.1615045
1239,R1081,"SPRING ST AND EMERSON COURT, New York, NY 10304",40.6031196,-74.0991453
1240,R0680,"MC CLEAN AND TOMPKINS AVES, New York, NY 10305",40.5995393,-74.0619219
1241,R0286,"SUNRISE TERRACE & TROSSACH RD, New York, NY 10304",34.4094029,-117.3003456
1242,B7066,"BMT D&M @ 18 AVE & 86 ST, New York, NY NA",NA,NA
1243,B7057,"BMT F&Q @ W 8 ST & SURF AVE - AQUARIUM, New York, NY NA",NA,NA
1244,X8546,"PS 130, PROSPECT AVE & 156 ST, New York, NY NA",40.8176613,-73.9019731
1245,X8999,"BX RIV PKWY & CTY LINE-NTFY YONKERS FD->, New York, NY 10466",40.9474366,-73.8346007
1246,R2438,"RIEDEL AVE & HITCHCOCK AVE/RVFD, New York, NY 10306",33.8813887,-117.9035446
1247,M7222,"IND F @ MAIN ST - ROOSEVELT ISL, New York, NY NA",40.7625772,-73.9493682
1248,R1109,"MERSEREAU AVE & NETHERLANDS AVE, New York, NY 10303",40.6302629,-74.1637766
1249,R2499,"ALTAMONT & NIGHTINGALE STS\RICHMOND VFD, New York, NY 10306",42.7006324,-74.0337382
1250,B7043,"BMT B&Q @ PARKSIDE & OCEAN AVES, New York, NY NA",NA,NA
1251,X7430,"IRT 2&5 - SIMPSON ST & WESTCHESTER AVE, New York, NY NA",NA,NA
1252,M7467,"IRT 7 ? W 42 ST & BROADWAY - TIMES SQ, New York, NY 10036",40.7538611,-73.9813402
1253,Q6466,"77 AVE & 269 ST, New York, NY 11040",49.14321,-122.845847
1254,R1079,"WILSON TERRACE AND MADIGAN PL, New York, NY 10304",40.6042669,-74.094858
1255,R1298,"VIRGINIA AVE AND ROCKWELL (ROCKVILLE) AV, New York, NY 10305",40.5958938,-74.1645873
1256,Q0497,"STA197-INDA-AQUEDUCT-NCONDUIT&COHANCEYST, New York, NY NA",20.593684,78.96288
1257,R1872,"STOBE AVE AND VERA ST, New York, NY 10306",40.5821523,-74.098213
1258,Q6679,"WHITEHALL TERR & HOLLIS COURT BLVD, New York, NY 11427",40.7247457,-73.7554048
1259,R3026,"FOXBEACH AVE & GREAT KILLS LA->, New York, NY NA",40.5526861,-74.1147841
1260,M7319,"IRT 1 ? W 28 ST & 7 AVE, New York, NY NA",40.7450774,-73.9877319
1261,B7059,"BMT D&M @ 9 AVE & 45 ST, New York, NY NA",NA,NA
1262,R1997,"WILLOWBROOK RD, OPP HOLGATE ST, New York, NY 10314",41.049022,-73.515107
1263,R0138,"NORTH RANDALL & CASTLETON AVES, New York, NY 10301",41.4347758,-81.5256766
1264,Q9302,"HARPER ST & NORTHERN BLVD-W/SVC RD, New York, NY 11368",33.4713453,-81.9872104
1265,Q2041,"161 AVE & 102 ST, New York, NY 11414",47.588913,-122.1213299
1266,R2515,"VICTORY BLVD & SPEEDWELL AVE/OVFD, New York, NY 10314",34.1866424,-118.4821814
1267,X8965,"MACOMBS DAM BRIDGE>>, New York, NY NA",40.8280969,-73.9335143
1268,M7144,"IND A - DYCKMAN ST & BWAY, New York, NY NA",40.8728492,-73.9183464
1269,R2443,"RIEDEL AVE & THOMAS ST/RVFD, New York, NY 10306",33.8813887,-117.9035446
1270,M8398,"HARLEM RIVER DR - W 178 ST TO W 184 ST, New York, NY NA",NA,NA
1271,M7159,"IND B&C @ W 81 ST & CENTRAL PK W, New York, NY 10024",36.2514782,-95.6656902
1272,M7299,"IRT 1 ? DYCKMAN ST  & NAGLE AVE, New York, NY NA",40.860998,-73.9252884
1273,Q8164,"RIKERS IS-BLDG C, New York, NY 11370",40.7811358,-73.8889405
1274,X4502,"HUTCHINSON RIV PKWY AT ORCHARD BEACH EXI, New York, NY 10464",40.8672924,-73.7922899
1275,M1006,"FREEDOM PLACE & W 68 ST, New York, NY NA",38.6447726,-90.2403815
1276,M8743,"H HUDSON PKWY - W 143 TO W 147 STS, New York, NY NA",NA,NA
1277,R3853,"HYLAN BLVD & ARMSTRONG AVE, New York, NY 10308",40.5462073,-74.1418065
1278,R0960,"WILLCOX ST & CAROL PL, New York, NY 10303",29.7721051,-94.6786199
1279,R3786,"STACK DRIVE AND MYRNA LANE, New York, NY 10312",40.547985,-74.1974039
1280,M8295,"PS 146 106 ST & FIRST AVE, New York, NY NA",40.7894561,-73.9388211
1281,R4530,"LION ST AND MAIDEN LANE, New York, NY 10307",40.5161061,-74.2399989
1282,X7293,"IRT 1 ? W 242 ST & BWAY VAN CORTLANDT PK, New York, NY NA",40.8895508,-73.8999183
1283,Q3274,"N/S GCP E OF 27 AVE, New York, NY 11369",40.718648,-73.7955234
1284,R0107,"PENDLETON AVE & ARNOLD ST, New York, NY 10301",39.9914495,-85.7489012
1285,Q8038,"65-21 MAIN ST, CUNY LAW SCHOOL, New York, NY 11367",40.7368014,-73.8246838
1286,R1957,"CHRISTOPHER LA 500' N OF VICTORY BLVD, New York, NY 10314",40.631091,-74.0880859
1287,R2210,"SOUTH RAILROAD AVE & LOCUST AVE, New York, NY 10306",37.1670896,-94.8379327
1288,R2878,"CLARKE AVE & KENSICO ST\RICHMOND VFD, New York, NY 10306",37.47164,-122.13532
1289,B7284,"IND G @ NASSAU & MANHATTAN AVES, New York, NY 11222",40.7238944,-73.9506777
1290,R1944,"RICHMOND AVE AND WEST CASWELL AVE, New York, NY 10314",40.6164302,-74.1566476
1291,R2078,"GREELEY AVE AND HYLAN BLVD, New York, NY 10306",40.5756468,-74.104451
1292,X3930,"DELAFIELD AVE & W 257 ST, New York, NY 10471",40.6310661,-74.1139906
1293,X4388,"ARNOW AND GRACE AVES, New York, NY 10469",40.8698852,-73.8349016
1294,B8511,"NEW UTRECHT HS-79 TO 80 STS-BTW 16 & 17, New York, NY 11214",40.6134264,-74.0029406
1295,R2796,"FREEDOM AV & KNAPP ST/OCEANIC VFD, New York, NY 10314",40.095145,-75.414995
1296,B7245,"IND F @ 18 AVE & MCDONALD AVE, New York, NY NA",40.6296673,-73.9770029
1297,Q7072,"GRAND AVE & E/S OF N.Y. CONN RAILROAD, New York, NY NA",44.9396682,-93.1319274
1298,R2894,"ANDREWS AVE & CENTER ST\RICHMOND VFD, New York, NY 10306",31.4504725,-85.6528805
1299,Q6293,"TOTTEN RD 800' E OF BELL BLVD, New York, NY 11359",40.7922167,-73.7760641
1300,R1277,"OLGA PLACE & POUCH TERRACE, New York, NY 10305",40.6490624,-74.1988657
1301,Q0484,"STA 84-BMT J&Z-  85 ST & JAMAICA AVE, New York, NY NA",NA,NA
1302,X4650,"BRUCKNER EXPY SB SVC RD & CROSBY AVE, New York, NY 10461",40.8246543,-73.8709733
1303,R4096,"IONIA AND BELFIELD AVES, New York, NY 10312",40.5425789,-74.182722
1304,R2404,"CLARKE AVE & COTTER AVE\RICHMOND VFD, New York, NY 10306",37.47164,-122.13532
1305,R8088,"ST. CLARES SCHOOL 151 LINDENWOOD RD., New York, NY NA",40.5465659,-74.1506975
1306,M8302,"PS 83, N/S 109 ST BTW 2 & 3 AVES, New York, NY NA",40.7931298,-73.9418125
1307,X7375,"IRT 6 - CYPRESS AVE & E 138 ST, New York, NY NA",40.8052215,-73.9147523
1308,B7335,"IRT 2&3 @ BORO HALL-CLARK & FULTON STS, New York, NY NA",NA,NA
1309,M8605,"FDR DR - E 5 TO E 7 ST, New York, NY 10009",40.7440712,-73.9709392
1310,R0345,"PELTON AVE & RICHMOND TERR, New York, NY NA",40.6323559,-74.1097499
1311,Q0495,"STA 195- IND A- LEFFERTS BLVD & LIBERTY, New York, NY NA",40.6859188,-73.8257938
1312,B7253,"IND F @ NEPTUNE AVE & W 6 ST, New York, NY NA",40.5792193,-73.9819464
1313,M0369,"GREENE & WEST 3 STS, New York, NY 10012",39.697399,-83.8897057
1314,R2436,"HITCHCOCK A & RICHMOND RD\RICHMOND VFD, New York, NY 10306",47.624641,-122.520551
1315,R0971,"MAPLE PWAY & CONTINENTAL PL, New York, NY 10303",40.554887,-74.4642861
1316,Q8025,"ROXBURY FIRE DEPT VOLS 42 FORT TILDEN, New York, NY 11697",40.7605686,-73.9154879
1317,R2975,"ELMWOOD PARK DR & DEVON LOOP/RVFD, New York, NY 10314",40.5808716,-74.1619244
1318,M8473,"WATERSIDE COMPLEX - FDR DRIVE & 27 ST., New York, NY 10010",40.7374844,-73.9738236
1319,X4385,"EARHART LA OPP BLDG 240-247 S/SECT CO-OP, New York, NY 10475",37.6486688,-97.5629443
1320,Q0460,"STA 460-IRT 7-33ST-RAWSON ST & QUEENS BL, New York, NY NA",40.744587,-73.930997
1321,Q0444,"STA279-IND E-J-Z-SUTPHIN BL&ARCHER AV JF, New York, NY NA",40.6900109,-73.7968117
1322,R8073,"MSGR FARRELL HS 2900 AMBOY RD/TYSENS LA, New York, NY 10306",40.567378,-74.1256306
1323,R2422,"ARDSLEY ST & MAPLEWOOD AV\RICHMOND VFD, New York, NY 10306",40.5714051,-74.1367514
1324,Q0423,"STA 255- IND F- 169 ST & HILLSIDE AVE, New York, NY NA",40.71047,-73.793604
1325,R2232,"FINLEY AVE AND NEW DORP LANE, New York, NY NA",40.5663919,-74.1015468
1326,Q7017,"NW CORNER QNS MIDTOWN EXPY & 57 DR, New York, NY 11378",40.7297828,-73.9111651
1327,R8002,"ST GEORGE FERRY TERM UL WAITING RM EASTE, New York, NY NA",40.6440039,-74.0733248
1328,B7091,"BMT J&Z @ ALABAMA AVE & FULTON ST, New York, NY NA",42.2843246,-83.7276716
1329,R1966,"WILLOW RD WEST AND SUMNER AVE, New York, NY 10314",40.6155626,-74.1564175
1330,M8489,"HARLEM RIVER DR - W 173 ST TO W 178 ST, New York, NY NA",NA,NA
1331,B7179,"IND A&C @ NOSTRAND AVE & FULTON ST, New York, NY NA",NA,NA
1332,X7379,"IRT 4 - MOSHOLU PKWY & JEROME AVE, New York, NY 10467",40.885055,-73.8869527
1333,R4197,"SHARROTTS AND ARTHUR KILL RDS, New York, NY 10309",40.5384512,-74.2374139
1334,R1721,"SOUTH GANNON AND WOOLEY AVES, New York, NY 10314",40.6072835,-74.140854
1335,R2221,"ROSE AVE AND NEW DORP PLAZA, New York, NY 10306",40.5733355,-74.117828
1336,Q4285,"S/S FLUSHING AVE & 59 RD, New York, NY 11378",40.7019109,-73.9369844
1337,X7295,"IRT 1 ? W 231 ST & BWAY, New York, NY 10463",40.8813362,-73.9093222
1338,X8865,"PS 24 236 ST & INDEPENDENCE AV, New York, NY NA",40.8870378,-73.9141927
1339,Q1035,"SEAGIRT BLVD 1200' W. OF NASSAU COUNTY, New York, NY 11691",40.595739,-73.755001
1340,Q6912,"S/S OF NORTHERN BLVD & 166, New York, NY 11358",39.0809762,-94.4508545
1341,R8744,"SI XWAY BTW SLOSSON AVE & BRADLEY AVE, New York, NY 10314",40.6145882,-74.1169337
1342,R3827,"HOLLY AVE AND ELEANOR LANE, New York, NY 10308",40.5438264,-74.1510585
1343,R8082,"PS 25 MOUNT LORETTO HYLAN BLVD, New York, NY NA",40.510309,-74.219768
1344,Q8175,"HILLSIDE HOSP LOWENSTEIN PAV 75-59 263 S, New York, NY 11004",40.7517739,-73.7107343
1345,R3567,"ROLLING HILL GREEN & HICKORY CIRCLE, New York, NY 10312",40.5509688,-74.1915928
1346,X2498,"HUNTS POINT AVE & EAST RIVER, New York, NY NA",40.8148864,-73.8861163
1347,Q2024,"101 ST & 161 RD, New York, NY 11414",36.017028,-95.902295
1348,B8688,"SHORE RD DRIVE UNDER 3 AV, New York, NY 11220",40.6281518,-74.0399204
1349,Q3928,"S/S CROSS IS PWAY 200' W OF 208 ST, New York, NY 11360",40.7717872,-73.7823161
1350,M8472,"WATERSIDE-FDR DR & 27 ST-N/S BLDG 10-ST, New York, NY 10010",40.7359864,-73.9748096
1351,R2431,"MEISNER AVE & LONDON RD\RICHMOND VFD, New York, NY 10306",40.5810413,-74.1315819
1352,X4383,"EARHART LA OPP BLDG 26B S/SECT CO-OP CIT, New York, NY 10475",40.8738889,-73.8294444
1353,R0366,"NORTH BURGHER AVE & FOREST AVE, New York, NY NA",40.6327083,-74.114088
1354,R8070,"WILLOWBROOK STATE SCHOOL BLDG 1 PD RM, New York, NY NA",40.7127753,-74.0059728
1355,M8317,"US POST OFFICE MORGAN ANNEX 9 AV 30 ST, New York, NY NA",40.7509146,-73.9981561
1356,R3170,"SIMMONS LA  315'S OF VICTORY BLVD, New York, NY 10314",40.6344437,-74.0856335
1357,M8393,"PS115 177 ST BTW AUDUBON & ST NICHOLAS A, New York, NY NA",40.8461336,-73.9351439
1358,M7309,"IRT 1 ? W 103 ST & BROADWAY, New York, NY 10025",40.7963218,-73.9616853
1359,R0453,"PARK HILL LANE & PARK HILL CIRCLE, New York, NY 10304",42.683142,-73.734333
1360,Q3257,"GCP W SVC RD & HARDING XWAY S, New York, NY 11375",NA,NA
1361,Q0408,"STA108-BMT M- METROPOLITAIN AV & 67 ST, New York, NY NA",NA,NA
1362,B7186,"IND C @ VAN SICLEN & PITKIN AVES, New York, NY 11207",40.6727422,-73.8903155
1363,B8507,"PS 229 BENSON & 14 AVES, New York, NY NA",40.6105585,-74.0131655
1364,M1519,"MARGINAL ST BENEATH 3 AVE BRIDGE, New York, NY NA",40.807587,-73.9324732
1365,M7103,"BMT LP J-M-Z BOWERY & DELANCEY ST, New York, NY 10012",40.7201668,-73.9935347
1366,R1526,"MOUNTAIN VIEW AND PURDY AVES, New York, NY 10314",40.610721,-74.1265821
1367,Q4170,"70 AVE & 71 PL, New York, NY 11385",49.129555,-122.701763
1368,R1925,"FIELDSTONE RD AND NADEL PL, New York, NY 10314",40.6135225,-74.1666514
1369,R1954,"WILLOW RD WEST AND FARADAY ST, New York, NY 10314",40.6209054,-74.1493573
1370,M8135,"U/L H HUDSON PKWY N/B TOLL BOOTH, New York, NY NA",40.840407,-73.946055
1371,R1747,"MARTIN AND NORTH GANNON AVES, New York, NY 10314",40.6084378,-74.134513
1372,R2454,"ENFIELD PL & RICHMOND RD\RICHMOND VFD, New York, NY 10306",43.5912621,-79.6360336
1373,M8336,"FDNY TRAINING CNTR-MAIN GATE-RANDLS IS, New York, NY NA",40.7157258,-74.0016955
1374,R4556,"MADSEN AV-BTW BOSCOMBE AV & RICH. VALLEY, New York, NY 10309",40.5245877,-74.2304955
1375,M1731,"RIVERSIDE DR AND 177TH ST, New York, NY NA",40.8455213,-73.9327993
1376,R2037,"HAMDEN AND SOUTH RAILROAD AVES, New York, NY 10306",40.5816308,-74.105688
1377,B8449,"IS 611K - 68 WATER ST, New York, NY NA",40.7039948,-74.0095366
1378,Q0441,"STA 273-IND E-G-R-V- JACKSON AVE-QNS PLZ, New York, NY NA",40.745697,-73.9458361
1379,X7387,"IRT 4 - W 170 ST & JEROME AVE, New York, NY NA",40.8420924,-73.9262317
1380,X4020,"FERRY POINT PARK -N/S OF WHITESTONE BRDG, New York, NY NA",40.8011125,-73.8292316
1381,Q2052,"159 RD & LILY PL, New York, NY 11414",37.5486242,-96.4168152
1382,Q7101,"OLD MASPETH AVE & 47 ST., New York, NY 11378",40.7230614,-73.9115834
1383,M7149,"IND C ? W 163  ST  & AMSTERDAM AVE, New York, NY NA",40.8357065,-73.9373741
1384,X8814,"WHITESTONE BRIDGE ? ADMIN BLDG, New York, NY 10465",40.8114955,-73.8377874
1385,Q0401,"STA 1-BMT N&W - DITMARS BLVD & 31 ST, New York, NY NA",NA,NA
1386,M8445,"PS 916M @ 168 MORNINGSIDE AVE, New York, NY NA",40.8125165,-73.9535404
1387,X4430,"GIVAN AVE AND CONNER ST, New York, NY 10475",40.8818669,-73.8229579
1388,B7039,"BMT R @ 95 ST & 4 AVE, New York, NY 11209",40.6167174,-74.0308527
1389,X7443,"IRT  5 - BAYCHESTER AVE & TILLOTSON AVE, New York, NY NA",40.8790983,-73.8381028
1390,R2378,"CROFT & GOLLER PLS\OCEANIC VFD, New York, NY 10314",37.09024,-95.712891
1391,R2612,"TYSENS LANE AND 8TH ST, New York, NY 10306",40.567091,-74.1216654
1392,R2061,"MIDLAND AVE & COLONY ST, New York, NY 10306",40.933595,-73.850901
1393,M7298,"IRT 1 ? W 207 ST & 10 AVE, New York, NY 10034",40.8659738,-73.9200805
1394,X4497,"BAYCHESTER AVE OPP BLDG #16, New York, NY NA",40.8801025,-73.838087
1395,B7087,"BMT J&Z @ CRESCENT ST & FULTON ST, New York, NY NA",42.2843246,-83.7276716
